Município,População_residente
CAMPOS DE JULIO,7245
CANABRAVA DO NORTE,4711
CANARANA-MT,22101
CARLINDA,10094
CASTANHEIRA,8782
CHAPADA DOS GUIMARAES,22521
CLAUDIA,12338
COCALINHO,5716
COLIDER,33855
COLNIZA,41117
COMODORO,21249
CONFRESA,32076
CONQUISTA D'OESTE,4163
COTRIGUACU,20717
CUIABA,623614
CURVELANDIA,5267
DENISE,9626
DIAMANTINO,22311
DOM AQUINO,8087
FELIZ NATAL,14847
FIGUEIROPOLIS D'OESTE,3411
GAUCHA DO NORTE,7913
GENERAL CARNEIRO-MT,5726
GLORIA D'OESTE,2990
GUARANTA DO NORTE,36439
GUIRATINGA,15740
INDIAVAI,2806
IPIRANGA DO NORTE,8182
ITANHANGA,7030
ITAUBA,3609
ITIQUIRA,13727
JACIARA,27696
JANGADA,8420
JAURU,8377
JUARA,35275
JUINA,41190
JURUENA,16811
JUSCIMEIRA,11124
LAMBARI D'OESTE,6246
LUCAS DO RIO VERDE,69671
LUCIARA,2036
VILA BELA DA SANTISSIMA TRINDADE,16412
MARCELANDIA,10107
MATUPA,17017
MIRASSOL D'OESTE,28135
NOBRES,15332
NORTELANDIA,5858
NOSSA SENHORA DO LIVRAMENTO,13093
NOVA BANDEIRANTES,16052
NOVA NAZARE,4013
NOVA LACERDA,6861
NOVA SANTA HELENA,3755
NOVA BRASILANDIA,3656
NOVA CANAA DO NORTE,12876
NOVA MUTUM,48222
NOVA OLIMPIA-MT,20820
NOVA UBIRATA,12492
NOVA XAVANTINA,21695
NOVO MUNDO,9545
NOVO HORIZONTE DO NORTE,4069
NOVO SAO JOAQUIM,4837
PARANAITA,11291
PARANATINGA,23250
NOVO SANTO ANTONIO-MT,2769
PEDRA PRETA-MT,17547
PEIXOTO DE AZEVEDO,35695
PLANALTO DA SERRA,2637
POCONE,33386
PONTAL DO ARAGUAIA,6972
PONTE BRANCA,1525
PONTES E LACERDA,46105
PORTO ALEGRE DO NORTE,12849
PORTO DOS GAUCHOS,5344
PORTO ESPERIDIAO,12176
PORTO ESTRELA,2794
POXOREO,15936
PRIMAVERA DO LESTE,63876
QUERENCIA,18386
SAO JOSE DOS QUATRO MARCOS,18788
RESERVA DO CABACAL,2754
RIBEIRAO CASCALHEIRA,10450
RIBEIRAOZINHO,2439
RIO BRANCO-MT,5147
SANTA CARMEM,4600
SANTO AFONSO,3164
SAO JOSE DO POVO,4102
SAO JOSE DO RIO CLARO,21351
SAO JOSE DO XINGU,5646
SAO PEDRO DA CIPA,4823
RONDOLANDIA,4069
RONDONOPOLIS,239613
ROSARIO OESTE,16999
SANTA CRUZ DO XINGU,2700
SALTO DO CEU,3226
SANTA RITA DO TRIVELATO,3602
SANTA TEREZINHA-MT,8547
SANTO ANTONIO DO LESTE,5459
SANTO ANTONIO DO LEVERGER,17188
SAO FELIX DO ARAGUAIA,11934
SAPEZAL,27485
SERRA NOVA DOURADA,1705
SINOP,148960
SORRISO,94941
TABAPORA,9357
TANGARA DA SERRA,107631
TAPURAH,14380
TERRA NOVA DO NORTE,9284
TESOURO,3761
TORIXOREU,3487
UNIAO DO SUL,3455
VALE DE SAO DOMINGOS,3124
VARZEA GRANDE-MT,290383
VERA,11731
VILA RICA,26946
NOVA GUARITA,4407
NOVA MARILANDIA,3332
NOVA MARINGA,9056
NOVA MONTE VERDE,9375
ABADIA DE GOIAS,9158
ABADIANIA,20873
ACREUNA,22710
ADELANDIA,2515
AGUA FRIA DE GOIAS,5843
AGUA LIMPA,1809
AGUAS LINDAS DE GOIAS,222850
ALEXANIA,28360
ALOANDIA,1976
ALTO HORIZONTE,6796
ALTO PARAISO DE GOIAS,7751
ALVORADA DO NORTE,8749
AMARALINA,3875
AMERICANO DO BRASIL,6220
AMORINOPOLIS,3011
ANAPOLIS,396526
ANHANGUERA,1171
ANICUNS,22113
APARECIDA DE GOIANIA,601844
APARECIDA DO RIO DOCE,2474
APORE,4266
ARACU,3450
ARAGARCAS,20410
ARAGOIANIA,10680
ARAGUAPAZ,7795
ARENOPOLIS,2462
ARUANA,10340
AURILANDIA,3000
AVELINOPOLIS,2401
BALIZA,5418
BARRO ALTO-GO,11643
BELA VISTA DE GOIAS,31004
BOM JARDIM DE GOIAS,8912
BOM JESUS DE GOIAS,26069
BONFINOPOLIS,10120
BONOPOLIS,4579
BRAZABRANTES,3812
BRITANIA,5815
BURITI ALEGRE,9515
BURITI DE GOIAS,2464
BURITINOPOLIS,3272
CABECEIRAS,8098
CACHOEIRA ALTA,12843
CACHOEIRA DE GOIAS,1336
CACHOEIRA DOURADA-GO,7997
CACU,16525
CAIAPONIA,19304
CALDAS NOVAS,95183
CALDAZINHA,3900
CAMPESTRE DE GOIAS,3662
CAMPINACU,3628
CAMPINORTE,12880
CAMPO ALEGRE DE GOIAS,7884
CAMPO LIMPO DE GOIAS,8087
CAMPOS BELOS,20124
CAMPOS VERDES,1526
CARMO DO RIO VERDE,10299
CASTELANDIA,3380
CATALAO,113091
CATURAI,5132
CAVALCANTE,9740
CERES,22407
CEZARINA,8794
CHAPADAO DO CEU,10797
CIDADE OCIDENTAL,74370
COCALZINHO DE GOIAS,20771
COLINAS DO SUL,3339
CORREGO DO OURO,2254
CORUMBA DE GOIAS,11223
CORUMBAIBA,10012
CRISTALINA,61385
CRISTIANOPOLIS,2962
CRIXAS,17136
CROMINIA,3458
CUMARI,2820
DAMIANOPOLIS,3302
DAMOLANDIA,2944
DAVINOPOLIS-GO,2094
DIORAMA,2477
DOVERLANDIA,7174
EDEALINA,3678
EDEIA,12559
ESTRELA DO NORTE-GO,3253
FAINA,6527
FAZENDA NOVA,5471
FIRMINOPOLIS,13604
FLORES DE GOIAS,17415
FORMOSA,125705
FORMOSO-GO,4098
GAMELEIRA DE GOIAS,3923
DIVINOPOLIS DE GOIAS,4701
GOIANAPOLIS,11217
GOIANDIRA,5650
GOIANESIA,72045
GOIANIA,1555626
GOIANIRA,46278
GOIAS,22122
GOIATUBA,34307
GOUVELANDIA,6076
GUAPO,14206
GUARAITA,1905
GUARANI DE GOIAS,3801
GUARINOS,1681
HEITORAI,3742
HIDROLANDIA-GO,22533
HIDROLINA,3450
IACIARA,14215
INACIOLANDIA,6275
INDIARA,15962
INHUMAS,53655
IPAMERI,27365
IPIRANGA DE GOIAS,2892
IPORA-GO,31471
ISRAELANDIA,2772
ITABERAI,44329
ITAGUARI,4684
ITAGUARU,5184
ITAJA-GO,4412
ITAPACI,23850
ITAPIRAPUA,4380
ITAPURANGA,25597
ITARUMA,7337
ITAUCU,8968
ITUMBIARA,106845
IVOLANDIA,2295
JANDAIA,6001
JARAGUA,52160
JATAI,103221
JAUPACI,2843
JESUPOLIS,2497
JOVIANIA,7417
JUSSARA-GO,18266
LAGOA SANTA-GO,1652
LEOPOLDO DE BULHOES,7663
LUZIANIA,214645
MAIRIPOTABA,2358
MAMBAI,9277
MARA ROSA,9234
MARZAGAO,2263
MATRINCHA,4321
MAURILANDIA,14568
MIMOSO DE GOIAS,2575
MINACU,28518
MINEIROS,69477
MOIPORA,1471
MONTE ALEGRE DE GOIAS,8759
MONTES CLAROS DE GOIAS,8037
MONTIVIDIU,13935
MONTIVIDIU DO NORTE,4538
MORRINHOS-GO,46955
MORRO AGUDO DE GOIAS,2217
MOSSAMEDES,4120
MOZARLANDIA,16077
MUNDO NOVO-GO,4540
MUTUNOPOLIS,3749
NAZARIO,9375
NEROPOLIS,30931
NIQUELANDIA,47064
NOVA AMERICA,2362
NOVA AURORA-GO,2236
NOVA CRIXAS,13020
NOVA GLORIA,8063
NOVA IGUACU DE GOIAS,2939
NOVA ROMA,3208
NOVA VENEZA-GO,10193
NOVO BRASIL,2775
NOVO GAMA,119649
NOVO PLANALTO,4592
ORIZONA,15834
OURO VERDE DE GOIAS,3679
OUVIDOR,6895
PADRE BERNARDO,35011
PALESTINA DE GOIAS,3470
PALMEIRAS DE GOIAS,29915
PALMELO,2382
PALMINOPOLIS,3578
PANAMA,2590
PARANAIGUARA,10221
PARAUNA,10988
PEROLANDIA,3156
PETROLINA DE GOIAS,10240
PILAR DE GOIAS,2135
PIRACANJUBA,24543
PIRANHAS-GO,10161
PIRENOPOLIS,25218
PIRES DO RIO,31909
PLANALTINA,91345
PONTALINA,17899
PORANGATU,45866
PORTEIRAO,3979
PORTELANDIA,4032
POSSE,37924
PROFESSOR JAMIL,3211
QUIRINOPOLIS,51323
RIALMA,10961
RIANAPOLIS,4832
RIO QUENTE,4728
RIO VERDE,247259
RUBIATABA,20012
SANCLERLANDIA,7630
SANTA BARBARA DE GOIAS,6701
SANTA CRUZ DE GOIAS,2782
SANTA FE DE GOIAS,5585
SANTA HELENA DE GOIAS,38962
SANTA ISABEL-GO,3821
SANTA RITA DO ARAGUAIA,9110
SANTA RITA DO NOVO DESTINO,3367
SANTA ROSA DE GOIAS,2200
SANTA TEREZA DE GOIAS,3207
SANTA TEREZINHA DE GOIAS,8386
SANTO ANTONIO DA BARRA,4886
SANTO ANTONIO DE GOIAS,6593
SANTO ANTONIO DO DESCOBERTO,76871
SAO DOMINGOS-GO,13305
SAO FRANCISCO DE GOIAS,6265
SAO JOAO D'ALIANCA,14423
SAO JOAO DA PARAUNA,1312
SAO LUIS DE MONTES BELOS,34488
SAO LUIZ DO NORTE,5263
SAO MIGUEL DO ARAGUAIA,21849
SAO MIGUEL DO PASSA QUATRO,4105
SAO PATRICIO,2040
SAO SIMAO-GO,21318
SENADOR CANEDO,121447
SERRANOPOLIS,8737
SILVANIA,20938
SIMOLANDIA,6895
SITIO D'ABADIA,3040
TAQUARAL DE GOIAS,3506
TERESINA DE GOIAS,3538
TEREZOPOLIS DE GOIAS,8326
TRES RANCHOS,2830
TRINDADE-GO,132006
TROMBAS,3497
TURVANIA,4526
TURVELANDIA,5447
UIRAPURU,2829
URUACU,41150
URUANA,13795
URUTAI,3056
VALPARAISO DE GOIAS,175720
VARJAO,3848
VIANOPOLIS,14088
VICENTINOPOLIS,9002
VILA BOA,6451
VILA PROPICIO,5941
BRASILIA,3094325
