Período:Jan/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
130426 UARINI,27,27,"10185,11","6809,53",-,-,"3375,58",-,-,"377,23","377,23",70,"2,6",-,-
130430 URUCARA,83,83,"31813,19","23120,63",-,-,"8692,56",-,-,"383,29","383,29",262,"3,2",-,-
130440 URUCURITUBA,45,45,"17038,34","14133,07",-,-,"2905,27",-,-,"378,63","378,63",122,"2,7",-,-
140005 ALTO ALEGRE,47,47,"15273,37","13236,07",-,-,"2037,3",-,-,"324,97","324,97",141,3,-,-
140010 BOA VISTA,1321,1321,"608800,88","425514,88",-,-,183286,-,-,"460,86","460,86",6168,"4,7",23,"1,74"
140015 BONFIM,7,7,"2587,43","1807,85",-,-,"779,58",-,-,"369,63","369,63",10,"1,4",-,-
140023 CAROEBE,15,15,"4361,21","3856,38",-,-,"504,83",-,-,"290,75","290,75",40,"2,7",-,-
140030 MUCAJAI,15,15,"5341,07","4717,75",-,-,"623,32",-,-,"356,07","356,07",37,"2,5",-,-
140040 NORMANDIA,15,15,"5000,94","3581,6",-,-,"1419,34",-,-,"333,4","333,4",42,"2,8",-,-
140047 RORAINOPOLIS,33,33,"10643,36","8286,92",-,-,"2356,44",-,-,"322,53","322,53",82,"2,5",-,-
140050 SAO JOAO DA BALIZA,22,22,"5881,27","4521,67",-,-,"1359,6",-,-,"267,33","267,33",48,"2,2",-,-
150010 ABAETETUBA,788,788,"313677,07","227494,81",-,-,"86182,26",-,-,"398,07","398,07",2039,"2,6",4,"0,51"
150020 ACARA,256,256,"76707,38","61004,9",-,-,"15702,48",-,-,"299,64","299,64",592,"2,3",-,-
150030 AFUA,28,28,"7856,51","6492,77",-,-,"1363,74",-,-,"280,59","280,59",77,"2,8",-,-
150034 AGUA AZUL DO NORTE,168,168,"53814,32","43886,17",-,-,"9928,15",-,-,"320,32","320,32",526,"3,1",-,-
150040 ALENQUER,516,516,"201136,47","154844,78",-,-,"46291,69",-,-,"389,8","389,8",1296,"2,5",5,"0,97"
150050 ALMEIRIM,315,315,"101151,7","75934,56",-,-,"25217,14",-,-,"321,12","321,12",787,"2,5",2,"0,63"
150060 ALTAMIRA,979,979,"448173,66","342839,65",-,-,"105334,01",-,-,"457,79","457,79",2909,3,6,"0,61"
150070 ANAJAS,102,102,"35864,84","26519,16",-,-,"9345,68",-,-,"351,62","351,62",190,"1,9",-,-
150080 ANANINDEUA,2215,2215,"1116390,05","855618,62",-,-,"260771,43",-,-,"504,01","504,01",6236,"2,8",17,"0,77"
150085 ANAPU,57,57,"22466,61","16791,89",-,-,"5674,72",-,-,"394,15","394,15",117,"2,1",-,-
150090 AUGUSTO CORREA,153,153,"55309,02","43063,5",-,-,"12245,52",-,-,"361,5","361,5",379,"2,5",-,-
150130 BARCARENA,321,321,"134354,46","93762,41",-,-,"40592,05",-,-,"418,55","418,55",874,"2,7",2,"0,62"
150140 BELEM,9471,9471,"6963717,81","5358612,66",-,-,"1605105,15",-,-,"735,27","735,27",45543,"4,8",303,"3,2"
